"document","term","count","flag","ID","Support.Group","Store","Classification","Assigned.To","Priority","Reopened","Location","Created.Date","Resolved.Date","Created.Week","Created.Week2","Created.Month"
"IR79","card",1,1,"IR79","Retail Support","Hyde Park","Scale Broken","George","P2","No","WSP",2016-06-22,2016-07-01,2016-06-20,2016-06-19,2016-06-01
"IR79","credit",1,1,"IR79","Retail Support","Hyde Park","Scale Broken","George","P2","No","WSP",2016-06-22,2016-07-01,2016-06-20,2016-06-19,2016-06-01
"IR79","pay",1,1,"IR79","Retail Support","Hyde Park","Scale Broken","George","P2","No","WSP",2016-06-22,2016-07-01,2016-06-20,2016-06-19,2016-06-01
"IR79","register",1,1,"IR79","Retail Support","Hyde Park","Scale Broken","George","P2","No","WSP",2016-06-22,2016-07-01,2016-06-20,2016-06-19,2016-06-01
"IR79","won",1,1,"IR79","Retail Support","Hyde Park","Scale Broken","George","P2","No","WSP",2016-06-22,2016-07-01,2016-06-20,2016-06-19,2016-06-01
"IR80","coupon",1,1,"IR80","Retail Support","Wells Branch","Lane Frozen","George","P2","No","BRL",2016-07-08,2016-07-15,2016-07-04,2016-07-03,2016-07-01
"IR80","freezing",1,1,"IR80","Retail Support","Wells Branch","Lane Frozen","George","P2","No","BRL",2016-07-08,2016-07-15,2016-07-04,2016-07-03,2016-07-01
"IR80","keeps",1,1,"IR80","Retail Support","Wells Branch","Lane Frozen","George","P2","No","BRL",2016-07-08,2016-07-15,2016-07-04,2016-07-03,2016-07-01
"IR80","lane",1,1,"IR80","Retail Support","Wells Branch","Lane Frozen","George","P2","No","BRL",2016-07-08,2016-07-15,2016-07-04,2016-07-03,2016-07-01
"IR80","try",1,1,"IR80","Retail Support","Wells Branch","Lane Frozen","George","P2","No","BRL",2016-07-08,2016-07-15,2016-07-04,2016-07-03,2016-07-01
"IR80","use",1,1,"IR80","Retail Support","Wells Branch","Lane Frozen","George","P2","No","BRL",2016-07-08,2016-07-15,2016-07-04,2016-07-03,2016-07-01
"IR81","broken",1,1,"IR81","Help Desk","Downtown","Permission Request","Charlie","P2","No","ORT",2016-08-06,2016-08-07,2016-08-01,2016-07-31,2016-08-01
"IR81","scale",1,1,"IR81","Help Desk","Downtown","Permission Request","Charlie","P2","No","ORT",2016-08-06,2016-08-07,2016-08-01,2016-07-31,2016-08-01
"IR82","beauty",1,1,"IR82","Help Desk","Lamar","Desktop Support","Diego","P2","No","NLB",2016-07-28,2016-08-05,2016-07-25,2016-07-24,2016-07-01
"IR82","dwell",1,1,"IR82","Help Desk","Lamar","Desktop Support","Diego","P2","No","NLB",2016-07-28,2016-08-05,2016-07-25,2016-07-24,2016-07-01
"IR82","life",1,1,"IR82","Help Desk","Lamar","Desktop Support","Diego","P2","No","NLB",2016-07-28,2016-08-05,2016-07-25,2016-07-24,2016-07-01
"IR82","running",1,1,"IR82","Help Desk","Lamar","Desktop Support","Diego","P2","No","NLB",2016-07-28,2016-08-05,2016-07-25,2016-07-24,2016-07-01
"IR82","see",1,1,"IR82","Help Desk","Lamar","Desktop Support","Diego","P2","No","NLB",2016-07-28,2016-08-05,2016-07-25,2016-07-24,2016-07-01
"IR82","stars",1,1,"IR82","Help Desk","Lamar","Desktop Support","Diego","P2","No","NLB",2016-07-28,2016-08-05,2016-07-25,2016-07-24,2016-07-01
"IR82","watch",1,1,"IR82","Help Desk","Lamar","Desktop Support","Diego","P2","No","NLB",2016-07-28,2016-08-05,2016-07-25,2016-07-24,2016-07-01
"IR83","events",1,1,"IR83","Retail Support","Hyde Park","Lane Frozen","Frank","P4","No","GWS",2017-03-28,2017-04-01,2017-03-27,2017-03-26,2017-03-01
"IR83","find",1,1,"IR83","Retail Support","Hyde Park","Lane Frozen","Frank","P4","No","GWS",2017-03-28,2017-04-01,2017-03-27,2017-03-26,2017-03-01
"IR83","mind",1,1,"IR83","Retail Support","Hyde Park","Lane Frozen","Frank","P4","No","GWS",2017-03-28,2017-04-01,2017-03-27,2017-03-26,2017-03-01
"IR83","outside",1,1,"IR83","Retail Support","Hyde Park","Lane Frozen","Frank","P4","No","GWS",2017-03-28,2017-04-01,2017-03-27,2017-03-26,2017-03-01
"IR83","power",1,1,"IR83","Retail Support","Hyde Park","Lane Frozen","Frank","P4","No","GWS",2017-03-28,2017-04-01,2017-03-27,2017-03-26,2017-03-01
"IR83","realize",1,1,"IR83","Retail Support","Hyde Park","Lane Frozen","Frank","P4","No","GWS",2017-03-28,2017-04-01,2017-03-27,2017-03-26,2017-03-01
"IR83","strength",1,1,"IR83","Retail Support","Hyde Park","Lane Frozen","Frank","P4","No","GWS",2017-03-28,2017-04-01,2017-03-27,2017-03-26,2017-03-01
"IR83","will",1,1,"IR83","Retail Support","Hyde Park","Lane Frozen","Frank","P4","No","GWS",2017-03-28,2017-04-01,2017-03-27,2017-03-26,2017-03-01
"IR84","depends",1,1,"IR84","Retail Payments","Lamar","Credit Card Issue","Joy","P2","No","MAD",2016-09-11,2016-09-12,2016-09-05,2016-09-04,2016-09-01
"IR84","happiness",1,1,"IR84","Retail Payments","Lamar","Credit Card Issue","Joy","P2","No","MAD",2016-09-11,2016-09-12,2016-09-05,2016-09-04,2016-09-01
"IR84","life",1,1,"IR84","Retail Payments","Lamar","Credit Card Issue","Joy","P2","No","MAD",2016-09-11,2016-09-12,2016-09-05,2016-09-04,2016-09-01
"IR84","quality",1,1,"IR84","Retail Payments","Lamar","Credit Card Issue","Joy","P2","No","MAD",2016-09-11,2016-09-12,2016-09-05,2016-09-04,2016-09-01
"IR84","thoughts",1,1,"IR84","Retail Payments","Lamar","Credit Card Issue","Joy","P2","No","MAD",2016-09-11,2016-09-12,2016-09-05,2016-09-04,2016-09-01
"IR84","upon",1,1,"IR84","Retail Payments","Lamar","Credit Card Issue","Joy","P2","No","MAD",2016-09-11,2016-09-12,2016-09-05,2016-09-04,2016-09-01
"IR85","everything",2,1,"IR85","Retail Support","Lamar","Lane Frozen","Irvin","P3","No","MAV",2016-07-05,2016-07-07,2016-07-04,2016-07-03,2016-07-01
"IR85","fact",1,1,"IR85","Retail Support","Lamar","Lane Frozen","Irvin","P3","No","MAV",2016-07-05,2016-07-07,2016-07-04,2016-07-03,2016-07-01
"IR85","hear",1,1,"IR85","Retail Support","Lamar","Lane Frozen","Irvin","P3","No","MAV",2016-07-05,2016-07-07,2016-07-04,2016-07-03,2016-07-01
"IR85","opinion",1,1,"IR85","Retail Support","Lamar","Lane Frozen","Irvin","P3","No","MAV",2016-07-05,2016-07-07,2016-07-04,2016-07-03,2016-07-01
"IR85","perspective",1,1,"IR85","Retail Support","Lamar","Lane Frozen","Irvin","P3","No","MAV",2016-07-05,2016-07-07,2016-07-04,2016-07-03,2016-07-01
"IR85","see",1,1,"IR85","Retail Support","Lamar","Lane Frozen","Irvin","P3","No","MAV",2016-07-05,2016-07-07,2016-07-04,2016-07-03,2016-07-01
"IR85","truth",1,1,"IR85","Retail Support","Lamar","Lane Frozen","Irvin","P3","No","MAV",2016-07-05,2016-07-07,2016-07-04,2016-07-03,2016-07-01
"IR86","arguing",1,1,"IR86","Retail Payments","Wells Branch","Credit Card Issue","Joy","P4","No","WSP",2017-01-10,2017-01-11,2017-01-08,2017-01-07,2017-01-01
"IR86","good",1,1,"IR86","Retail Payments","Wells Branch","Credit Card Issue","Joy","P4","No","WSP",2017-01-10,2017-01-11,2017-01-08,2017-01-07,2017-01-01
"IR86","man",1,1,"IR86","Retail Payments","Wells Branch","Credit Card Issue","Joy","P4","No","WSP",2017-01-10,2017-01-11,2017-01-08,2017-01-07,2017-01-01
"IR86","one",1,1,"IR86","Retail Payments","Wells Branch","Credit Card Issue","Joy","P4","No","WSP",2017-01-10,2017-01-11,2017-01-08,2017-01-07,2017-01-01
"IR86","time",1,1,"IR86","Retail Payments","Wells Branch","Credit Card Issue","Joy","P4","No","WSP",2017-01-10,2017-01-11,2017-01-08,2017-01-07,2017-01-01
"IR86","waste",1,1,"IR86","Retail Payments","Wells Branch","Credit Card Issue","Joy","P4","No","WSP",2017-01-10,2017-01-11,2017-01-08,2017-01-07,2017-01-01
"IR87","alive",1,1,"IR87","Retail Support","Hyde Park","Coupon Not Working","Frank","P2","No","BRL",2016-11-04,2016-11-08,2016-10-31,2016-10-30,2016-11-01
"IR87","arise",1,1,"IR87","Retail Support","Hyde Park","Coupon Not Working","Frank","P2","No","BRL",2016-11-04,2016-11-08,2016-10-31,2016-10-30,2016-11-01
"IR87","enjoy",1,1,"IR87","Retail Support","Hyde Park","Coupon Not Working","Frank","P2","No","BRL",2016-11-04,2016-11-08,2016-10-31,2016-10-30,2016-11-01
"IR87","love",1,1,"IR87","Retail Support","Hyde Park","Coupon Not Working","Frank","P2","No","BRL",2016-11-04,2016-11-08,2016-10-31,2016-10-30,2016-11-01
"IR87","morning",1,1,"IR87","Retail Support","Hyde Park","Coupon Not Working","Frank","P2","No","BRL",2016-11-04,2016-11-08,2016-10-31,2016-10-30,2016-11-01
"IR87","privilege",1,1,"IR87","Retail Support","Hyde Park","Coupon Not Working","Frank","P2","No","BRL",2016-11-04,2016-11-08,2016-10-31,2016-10-30,2016-11-01
"IR87","think",2,1,"IR87","Retail Support","Hyde Park","Coupon Not Working","Frank","P2","No","BRL",2016-11-04,2016-11-08,2016-10-31,2016-10-30,2016-11-01
"IR88","accept",1,1,"IR88","Help Desk","Downtown","Desktop Support","Bob","P2","Yes","ORT",2016-12-04,2016-12-10,2016-11-27,2016-12-03,2016-12-01
"IR88","binds",1,1,"IR88","Help Desk","Downtown","Desktop Support","Bob","P2","Yes","ORT",2016-12-04,2016-12-10,2016-11-27,2016-12-03,2016-12-01
"IR88","brings",1,1,"IR88","Help Desk","Downtown","Desktop Support","Bob","P2","Yes","ORT",2016-12-04,2016-12-10,2016-11-27,2016-12-03,2016-12-01
"IR88","fate",2,1,"IR88","Help Desk","Downtown","Desktop Support","Bob","P2","Yes","ORT",2016-12-04,2016-12-10,2016-11-27,2016-12-03,2016-12-01
"IR88","heart",1,1,"IR88","Help Desk","Downtown","Desktop Support","Bob","P2","Yes","ORT",2016-12-04,2016-12-10,2016-11-27,2016-12-03,2016-12-01
"IR88","love",1,1,"IR88","Help Desk","Downtown","Desktop Support","Bob","P2","Yes","ORT",2016-12-04,2016-12-10,2016-11-27,2016-12-03,2016-12-01
"IR88","people",1,1,"IR88","Help Desk","Downtown","Desktop Support","Bob","P2","Yes","ORT",2016-12-04,2016-12-10,2016-11-27,2016-12-03,2016-12-01
"IR88","things",1,1,"IR88","Help Desk","Downtown","Desktop Support","Bob","P2","Yes","ORT",2016-12-04,2016-12-10,2016-11-27,2016-12-03,2016-12-01
"IR88","together",1,1,"IR88","Help Desk","Downtown","Desktop Support","Bob","P2","Yes","ORT",2016-12-04,2016-12-10,2016-11-27,2016-12-03,2016-12-01
"IR89","anything",1,1,"IR89","Help Desk","Hyde Park","Email","Diego","P3","No","NLB",2016-09-28,2016-10-06,2016-09-26,2016-09-25,2016-09-01
"IR89","distressed",1,1,"IR89","Help Desk","Hyde Park","Email","Diego","P3","No","NLB",2016-09-28,2016-10-06,2016-09-26,2016-09-25,2016-09-01
"IR89","due",1,1,"IR89","Help Desk","Hyde Park","Email","Diego","P3","No","NLB",2016-09-28,2016-10-06,2016-09-26,2016-09-25,2016-09-01
"IR89","estimate",1,1,"IR89","Help Desk","Hyde Park","Email","Diego","P3","No","NLB",2016-09-28,2016-10-06,2016-09-26,2016-09-25,2016-09-01
"IR89","external",1,1,"IR89","Help Desk","Hyde Park","Email","Diego","P3","No","NLB",2016-09-28,2016-10-06,2016-09-26,2016-09-25,2016-09-01
"IR89","moment",1,1,"IR89","Help Desk","Hyde Park","Email","Diego","P3","No","NLB",2016-09-28,2016-10-06,2016-09-26,2016-09-25,2016-09-01
"IR89","pain",1,1,"IR89","Help Desk","Hyde Park","Email","Diego","P3","No","NLB",2016-09-28,2016-10-06,2016-09-26,2016-09-25,2016-09-01
"IR89","power",1,1,"IR89","Help Desk","Hyde Park","Email","Diego","P3","No","NLB",2016-09-28,2016-10-06,2016-09-26,2016-09-25,2016-09-01
"IR89","revoke",1,1,"IR89","Help Desk","Hyde Park","Email","Diego","P3","No","NLB",2016-09-28,2016-10-06,2016-09-26,2016-09-25,2016-09-01
"IR89","thing",1,1,"IR89","Help Desk","Hyde Park","Email","Diego","P3","No","NLB",2016-09-28,2016-10-06,2016-09-26,2016-09-25,2016-09-01
"IR90","best",1,1,"IR90","Help Desk","Lamar","Permission Request","Diego","P3","Yes","GWS",2017-02-25,2017-03-02,2017-02-19,2017-02-18,2017-02-01
"IR90","injury",1,1,"IR90","Help Desk","Lamar","Permission Request","Diego","P3","Yes","GWS",2017-02-25,2017-03-02,2017-02-19,2017-02-18,2017-02-01
"IR90","performed",1,1,"IR90","Help Desk","Lamar","Permission Request","Diego","P3","Yes","GWS",2017-02-25,2017-03-02,2017-02-19,2017-02-18,2017-02-01
"IR90","revenge",1,1,"IR90","Help Desk","Lamar","Permission Request","Diego","P3","Yes","GWS",2017-02-25,2017-03-02,2017-02-19,2017-02-18,2017-02-01
"IR90","unlike",1,1,"IR90","Help Desk","Lamar","Permission Request","Diego","P3","Yes","GWS",2017-02-25,2017-03-02,2017-02-19,2017-02-18,2017-02-01
"IR91","beginning",1,1,"IR91","Retail Support","Sunset Valley","Scale Broken","Irvin","P1","No","MAD",2016-06-18,2016-06-21,2016-06-13,2016-06-12,2016-06-01
"IR91","death",1,1,"IR91","Retail Support","Sunset Valley","Scale Broken","Irvin","P1","No","MAD",2016-06-18,2016-06-21,2016-06-13,2016-06-12,2016-06-01
"IR91","fear",2,1,"IR91","Retail Support","Sunset Valley","Scale Broken","Irvin","P1","No","MAD",2016-06-18,2016-06-21,2016-06-13,2016-06-12,2016-06-01
"IR91","live",1,1,"IR91","Retail Support","Sunset Valley","Scale Broken","Irvin","P1","No","MAD",2016-06-18,2016-06-21,2016-06-13,2016-06-12,2016-06-01
"IR91","man",1,1,"IR91","Retail Support","Sunset Valley","Scale Broken","Irvin","P1","No","MAD",2016-06-18,2016-06-21,2016-06-13,2016-06-12,2016-06-01
"IR91","never",1,1,"IR91","Retail Support","Sunset Valley","Scale Broken","Irvin","P1","No","MAD",2016-06-18,2016-06-21,2016-06-13,2016-06-12,2016-06-01
"IR92","life",1,1,"IR92","Retail Support","Hyde Park","Other","George","P2","No","MAV",2017-01-05,2017-01-10,2017-01-01,2016-12-31,2017-01-01
"IR92","make",1,1,"IR92","Retail Support","Hyde Park","Other","George","P2","No","MAV",2017-01-05,2017-01-10,2017-01-01,2016-12-31,2017-01-01
"IR92","thoughts",1,1,"IR92","Retail Support","Hyde Park","Other","George","P2","No","MAV",2017-01-05,2017-01-10,2017-01-01,2016-12-31,2017-01-01
"IR93","becomes",1,1,"IR93","Retail Support","Hyde Park","Scale Broken","George","P2","No","WSP",2016-09-30,2016-10-04,2016-09-26,2016-09-25,2016-09-01
"IR93","colour",1,1,"IR93","Retail Support","Hyde Park","Scale Broken","George","P2","No","WSP",2016-09-30,2016-10-04,2016-09-26,2016-09-25,2016-09-01
"IR93","dyed",1,1,"IR93","Retail Support","Hyde Park","Scale Broken","George","P2","No","WSP",2016-09-30,2016-10-04,2016-09-26,2016-09-25,2016-09-01
"IR93","soul",1,1,"IR93","Retail Support","Hyde Park","Scale Broken","George","P2","No","WSP",2016-09-30,2016-10-04,2016-09-26,2016-09-25,2016-09-01
"IR93","thoughts",1,1,"IR93","Retail Support","Hyde Park","Scale Broken","George","P2","No","WSP",2016-09-30,2016-10-04,2016-09-26,2016-09-25,2016-09-01
"IR94","able",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","change",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","continues",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","deception",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","ever",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","happily",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","harmed",2,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","ignorance",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","one",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","person",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","right",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","seek",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","self",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","show",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","someone",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","think",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","truly",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","truth",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR94","will",1,1,"IR94","Retail Payments","Wells Branch","Tax Issue","Kelly","P2","No","BRL",2016-05-14,2016-05-16,2016-05-09,2016-05-08,2016-05-01
"IR95","right",1,1,"IR95","Retail Support","Wells Branch","Scale Broken","Irvin","P2","No","ORT",2016-12-14,2016-12-20,2016-12-11,2016-12-10,2016-12-01
"IR95","say",1,1,"IR95","Retail Support","Wells Branch","Scale Broken","Irvin","P2","No","ORT",2016-12-14,2016-12-20,2016-12-11,2016-12-10,2016-12-01
"IR95","true",1,1,"IR95","Retail Support","Wells Branch","Scale Broken","Irvin","P2","No","ORT",2016-12-14,2016-12-20,2016-12-11,2016-12-10,2016-12-01
"IR96","arm",1,1,"IR96","Retail Support","Wells Branch","Scale Broken","Frank","P2","No","NLB",2016-08-18,2016-08-20,2016-08-15,2016-08-14,2016-08-01
"IR96","disturb",1,1,"IR96","Retail Support","Wells Branch","Scale Broken","Frank","P2","No","NLB",2016-08-18,2016-08-20,2016-08-15,2016-08-14,2016-08-01
"IR96","future",1,1,"IR96","Retail Support","Wells Branch","Scale Broken","Frank","P2","No","NLB",2016-08-18,2016-08-20,2016-08-15,2016-08-14,2016-08-01
"IR96","let",1,1,"IR96","Retail Support","Wells Branch","Scale Broken","Frank","P2","No","NLB",2016-08-18,2016-08-20,2016-08-15,2016-08-14,2016-08-01
"IR96","meet",1,1,"IR96","Retail Support","Wells Branch","Scale Broken","Frank","P2","No","NLB",2016-08-18,2016-08-20,2016-08-15,2016-08-14,2016-08-01
"IR96","never",1,1,"IR96","Retail Support","Wells Branch","Scale Broken","Frank","P2","No","NLB",2016-08-18,2016-08-20,2016-08-15,2016-08-14,2016-08-01
"IR96","present",1,1,"IR96","Retail Support","Wells Branch","Scale Broken","Frank","P2","No","NLB",2016-08-18,2016-08-20,2016-08-15,2016-08-14,2016-08-01
"IR96","reason",1,1,"IR96","Retail Support","Wells Branch","Scale Broken","Frank","P2","No","NLB",2016-08-18,2016-08-20,2016-08-15,2016-08-14,2016-08-01
"IR96","today",1,1,"IR96","Retail Support","Wells Branch","Scale Broken","Frank","P2","No","NLB",2016-08-18,2016-08-20,2016-08-15,2016-08-14,2016-08-01
"IR96","weapons",1,1,"IR96","Retail Support","Wells Branch","Scale Broken","Frank","P2","No","NLB",2016-08-18,2016-08-20,2016-08-15,2016-08-14,2016-08-01
"IR96","will",1,1,"IR96","Retail Support","Wells Branch","Scale Broken","Frank","P2","No","NLB",2016-08-18,2016-08-20,2016-08-15,2016-08-14,2016-08-01
"IR97","happy",1,1,"IR97","Retail Payments","Lamar","Tax Issue","Joy","P1","No","GWS",2016-09-03,2016-09-07,2016-08-29,2016-08-28,2016-09-01
"IR97","life",1,1,"IR97","Retail Payments","Lamar","Tax Issue","Joy","P1","No","GWS",2016-09-03,2016-09-07,2016-08-29,2016-08-28,2016-09-01
"IR97","little",1,1,"IR97","Retail Payments","Lamar","Tax Issue","Joy","P1","No","GWS",2016-09-03,2016-09-07,2016-08-29,2016-08-28,2016-09-01
"IR97","make",1,1,"IR97","Retail Payments","Lamar","Tax Issue","Joy","P1","No","GWS",2016-09-03,2016-09-07,2016-08-29,2016-08-28,2016-09-01
"IR97","needed",1,1,"IR97","Retail Payments","Lamar","Tax Issue","Joy","P1","No","GWS",2016-09-03,2016-09-07,2016-08-29,2016-08-28,2016-09-01
"IR97","thinking",1,1,"IR97","Retail Payments","Lamar","Tax Issue","Joy","P1","No","GWS",2016-09-03,2016-09-07,2016-08-29,2016-08-28,2016-09-01
"IR97","way",1,1,"IR97","Retail Payments","Lamar","Tax Issue","Joy","P1","No","GWS",2016-09-03,2016-09-07,2016-08-29,2016-08-28,2016-09-01
"IR97","within",1,1,"IR97","Retail Payments","Lamar","Tax Issue","Joy","P1","No","GWS",2016-09-03,2016-09-07,2016-08-29,2016-08-28,2016-09-01
"IR98","escape",1,1,"IR98","Help Desk","Wells Branch","Permission Request","Bob","P3","Yes","MAD",2016-11-08,2016-11-13,2016-11-06,2016-11-06,2016-11-01
"IR98","finding",1,1,"IR98","Help Desk","Wells Branch","Permission Request","Bob","P3","Yes","MAD",2016-11-08,2016-11-13,2016-11-06,2016-11-06,2016-11-01
"IR98","insane",1,1,"IR98","Help Desk","Wells Branch","Permission Request","Bob","P3","Yes","MAD",2016-11-08,2016-11-13,2016-11-06,2016-11-06,2016-11-01
"IR98","life",1,1,"IR98","Help Desk","Wells Branch","Permission Request","Bob","P3","Yes","MAD",2016-11-08,2016-11-13,2016-11-06,2016-11-06,2016-11-01
"IR98","majority",1,1,"IR98","Help Desk","Wells Branch","Permission Request","Bob","P3","Yes","MAD",2016-11-08,2016-11-13,2016-11-06,2016-11-06,2016-11-01
"IR98","object",1,1,"IR98","Help Desk","Wells Branch","Permission Request","Bob","P3","Yes","MAD",2016-11-08,2016-11-13,2016-11-06,2016-11-06,2016-11-01
"IR98","oneself",1,1,"IR98","Help Desk","Wells Branch","Permission Request","Bob","P3","Yes","MAD",2016-11-08,2016-11-13,2016-11-06,2016-11-06,2016-11-01
"IR98","ranks",1,1,"IR98","Help Desk","Wells Branch","Permission Request","Bob","P3","Yes","MAD",2016-11-08,2016-11-13,2016-11-06,2016-11-06,2016-11-01
"IR98","side",1,1,"IR98","Help Desk","Wells Branch","Permission Request","Bob","P3","Yes","MAD",2016-11-08,2016-11-13,2016-11-06,2016-11-06,2016-11-01
"IR99","every",1,1,"IR99","Retail Payments","Downtown","Tax Issue","Laura","P2","No","MAV",2016-05-24,2016-05-26,2016-05-23,2016-05-22,2016-05-01
"IR99","less",1,1,"IR99","Retail Payments","Downtown","Tax Issue","Laura","P2","No","MAV",2016-05-24,2016-05-26,2016-05-23,2016-05-22,2016-05-01
"IR99","loves",1,1,"IR99","Retail Payments","Downtown","Tax Issue","Laura","P2","No","MAV",2016-05-24,2016-05-26,2016-05-23,2016-05-22,2016-05-01
"IR99","man",1,1,"IR99","Retail Payments","Downtown","Tax Issue","Laura","P2","No","MAV",2016-05-24,2016-05-26,2016-05-23,2016-05-22,2016-05-01
"IR99","men",1,1,"IR99","Retail Payments","Downtown","Tax Issue","Laura","P2","No","MAV",2016-05-24,2016-05-26,2016-05-23,2016-05-22,2016-05-01
"IR99","often",1,1,"IR99","Retail Payments","Downtown","Tax Issue","Laura","P2","No","MAV",2016-05-24,2016-05-26,2016-05-23,2016-05-22,2016-05-01
"IR99","opinion",2,1,"IR99","Retail Payments","Downtown","Tax Issue","Laura","P2","No","MAV",2016-05-24,2016-05-26,2016-05-23,2016-05-22,2016-05-01
"IR99","others",1,1,"IR99","Retail Payments","Downtown","Tax Issue","Laura","P2","No","MAV",2016-05-24,2016-05-26,2016-05-23,2016-05-22,2016-05-01
"IR99","rest",1,1,"IR99","Retail Payments","Downtown","Tax Issue","Laura","P2","No","MAV",2016-05-24,2016-05-26,2016-05-23,2016-05-22,2016-05-01
"IR99","sets",1,1,"IR99","Retail Payments","Downtown","Tax Issue","Laura","P2","No","MAV",2016-05-24,2016-05-26,2016-05-23,2016-05-22,2016-05-01
"IR99","value",1,1,"IR99","Retail Payments","Downtown","Tax Issue","Laura","P2","No","MAV",2016-05-24,2016-05-26,2016-05-23,2016-05-22,2016-05-01
"IR99","wondered",1,1,"IR99","Retail Payments","Downtown","Tax Issue","Laura","P2","No","MAV",2016-05-24,2016-05-26,2016-05-23,2016-05-22,2016-05-01
"IR99","yet",1,1,"IR99","Retail Payments","Downtown","Tax Issue","Laura","P2","No","MAV",2016-05-24,2016-05-26,2016-05-23,2016-05-22,2016-05-01
"IR100","disappears",1,1,"IR100","Help Desk","Hyde Park","Desktop Support","Charlie","P2","No","WSP",2016-05-03,2016-05-07,2016-05-02,2016-05-01,2016-05-01
"IR100","injury",2,1,"IR100","Help Desk","Hyde Park","Desktop Support","Charlie","P2","No","WSP",2016-05-03,2016-05-07,2016-05-02,2016-05-01,2016-05-01
"IR100","reject",1,1,"IR100","Help Desk","Hyde Park","Desktop Support","Charlie","P2","No","WSP",2016-05-03,2016-05-07,2016-05-02,2016-05-01,2016-05-01
"IR100","sense",1,1,"IR100","Help Desk","Hyde Park","Desktop Support","Charlie","P2","No","WSP",2016-05-03,2016-05-07,2016-05-02,2016-05-01,2016-05-01
"IR101","best",1,1,"IR101","Retail Payments","Wells Branch","Tax Issue","Laura","P3","Yes","BRL",2017-01-26,2017-01-27,2017-01-22,2017-01-21,2017-01-01
"IR101","enemy",1,1,"IR101","Retail Payments","Wells Branch","Tax Issue","Laura","P3","Yes","BRL",2017-01-26,2017-01-27,2017-01-22,2017-01-21,2017-01-01
"IR101","like",1,1,"IR101","Retail Payments","Wells Branch","Tax Issue","Laura","P3","Yes","BRL",2017-01-26,2017-01-27,2017-01-22,2017-01-21,2017-01-01
"IR101","revenge",1,1,"IR101","Retail Payments","Wells Branch","Tax Issue","Laura","P3","Yes","BRL",2017-01-26,2017-01-27,2017-01-22,2017-01-21,2017-01-01
"IR102","ask",1,1,"IR102","Help Desk","Hyde Park","Email","Diego","P2","No","ORT",2016-12-13,2016-12-15,2016-12-11,2016-12-10,2016-12-01
